PaperProjectID,DOI,Title,NoveltyScore,Confidence,ControversyIndex,Classification,Explanation,AdjudicationNote,Uniqueness,Tension,Synthesis,Coherence
029_326,https://doi.org/10.1111/pbi.14271,"<i>OsGELP77</i>, a <scp>QTL</scp> for broad‐spectrum disease resistance and yield in rice, encodes a <scp>GDSL</scp>‐type lipase",0.5357,0.9147,0.9483,Incremental,"This paper is a 5.4/10 for novelty, and we are 91% confident in this assessment. The high confidence (91%) indicates strong consensus across all judge perspectives.",Consensus,0.64,0.3,0.6171,0.9439
029_327,https://doi.org/10.1177/16094069251323628,Gender Dynamics in Remote Work Communities: A Protocol on Understanding the Challenges and Opportunities for Female Digital Nomad Online Language Tutors,0.45,0.9811,0.2099,Incremental,"This paper is a 4.5/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.58,0.3,0.6881,0.9177
029_328,https://doi.org/10.1021/acs.inorgchem.4c05003,Cr<sup>3+</sup>-Containing Carbonates and Cr<sub>2</sub>O<sub>3</sub>-<i>Pbcn</i> at Extreme Conditions,0.5313,0.9881,0.1324,Incremental,"This paper is a 5.3/10 for novelty, and we are 99% confident in this assessment. The high confidence (99%) indicates strong consensus across all judge perspectives.",Consensus,0.626,0.3,0.6565,0.932
029_329,https://doi.org/10.3390/nano15231772,The Devil Lies in the Details: Small Structural and Chemical Changes in Iron Oxide Pigments Largely Alter the Biological Outcomes in Macrophages,0.52,0.9785,0.239,Incremental,"This paper is a 5.2/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.602,0.3,0.6877,0.9245
029_330,https://doi.org/10.24425/cpe.2020.132536,Adsorption of bisphenol a from aqueous solutions by activated tyre pyrolysis char – Effect of physical and chemical activation,0.5144,0.9264,0.8175,Incremental,"This paper is a 5.1/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.588,0.3,0.7155,0.9307
029_331,https://doi.org/10.3390/chemosensors13040121,Optimizing Sputtered SnO2:Dy Thin Films for NO2 Gas Detection,0.4963,0.9768,0.2577,Incremental,"This paper is a 5.0/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.3,0.6551,0.9405
029_332,https://doi.org/10.3233/faia241324,A Review of Research Progress of Low-Field Nuclear Magnetic Resonance Technology in the Detection of Aquatic Products,0.45,0.9708,0.3245,Incremental,"This paper is a 4.5/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.568,0.25,0.6536,0.9123
029_333,https://doi.org/10.3389/fpsyg.2025.1656816,The relationship between self-oriented perfectionism and athlete burnout: a longitudinal study,0.4859,0.9444,0.6178,Incremental,"This paper is a 4.9/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.556,0.3,0.6233,0.9105
029_334,https://doi.org/10.1093/heapro/daaf016,Does outdoor advertising correlate with retail food purchases made by adolescents? A cross-sectional study in Canada,0.4849,0.9557,0.4922,Incremental,"This paper is a 4.8/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.544,0.3,0.6851,0.94
029_335,https://doi.org/10.3389/fphar.2024.1334474,A systematic review and meta-analysis of Danshen combined with mesalazine for the treatment of ulcerative colitis,0.45,0.9049,1,Incremental,"This paper is a 4.5/10 for novelty, and we are 90% confident in this assessment. The high confidence (90%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Socratic Panel),0.564,0.25,0.7179,0.9018
029_336,https://doi.org/10.1055/a-2350-9631,Value of green sign and chicken skin aspects for detecting malignancy of colorectal neoplasia in a prospective characterization study,0.5272,0.9682,0.3531,Incremental,"This paper is a 5.3/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.6515,0.9485
029_337,https://doi.org/10.55003/eth.400403,Simulation of a Permittivity Measurement System with Microstrip Structure at ISM Frequency Incorporate with Lookup Table,0.5063,0.9477,0.5813,Incremental,"This paper is a 5.1/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.683,0.95
029_338,https://doi.org/10.70121/001c.137973,What are dark matter and dark energy?,0.294,0.9178,0.9131,Incremental,"This paper is a 2.9/10 for novelty, and we are 92% confident in this assessment. The high confidence (92%) indicates strong consensus across all judge perspectives.",Consensus,0.244,0.3,0.5764,0.9119
029_339,https://doi.org/10.4103/joc.joc_104_25,A Comparative Analysis of Various Cytopreparatory Techniques in Evaluation of Serous Effusion Fluids,0.455,0.9271,0.8105,Incremental,"This paper is a 4.5/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.504,0.3,0.626,0.9052
029_340,https://doi.org/10.1038/s41467-024-50592-7,Stochastic switching and analog-state programmable memristor and its utilization for homomorphic encryption hardware,0.5972,0.8592,1,Moderately Novel,"This paper is a 6.0/10 for novelty, and we are 86% confident in this assessment. The moderate confidence (86%) suggests reasonable agreement among judges.",Socratic Panel,0.736,0.3,0.6562,0.9242
029_341,https://doi.org/10.1002/hsr2.2144,Evaluating the attitudes of radiologic technology students and graduates toward their study major and career prospects: A cross‐sectional study,0.4089,0.9647,0.3924,Incremental,"This paper is a 4.1/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.428,0.3,0.6206,0.9357
029_342,https://doi.org/10.1088/1748-9326/ad5743,Distributional consequences shape public support for the EU carbon border adjustment mechanism: evidence from four European countries,0.5284,0.9533,0.5194,Incremental,"This paper is a 5.3/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.616,0.3,0.6877,0.9246
029_343,https://doi.org/10.1016/j.mne.2024.100241,Design and fabrication of an opto-mechanical antenna in the NIR range,0.5566,0.9786,0.2374,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.618,0.4,0.6583,0.9135
029_344,https://doi.org/10.3390/ijms26157161,Genomic Insights into ARR Genes: Key Role in Cotton Leaf Abscission Formation,0.517,0.9232,0.8536,Incremental,"This paper is a 5.2/10 for novelty, and we are 92% confident in this assessment. The high confidence (92%) indicates strong consensus across all judge perspectives.",Consensus,0.592,0.3,0.7181,0.9284
029_345,https://doi.org/10.3390/fire6110439,Fire and Rescue Services Reconfiguration for Better Dealing with Post-Flashover Building Fires,0.5083,0.9371,0.6985,Incremental,"This paper is a 5.1/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.588,0.3,0.655,0.9231
029_346,https://doi.org/10.18103/mra.v11i11.4636,"Challenges in Cholangiocarcinoma, Misdiagnosis with Hydatid Cyst Rupture: A Review",0.45,0.9385,0.6836,Incremental,"This paper is a 4.5/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.556,0.25,0.6566,0.9322
029_347,https://doi.org/10.1016/j.ifacol.2023.10.1022,A Probabilistic Dynamic Movement Primitives Framework on Human Hand Motion Prediction for an Object Transfer Scenario,0.5377,0.9483,0.5744,Incremental,"This paper is a 5.4/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.622,0.3,0.7454,0.9284
029_348,https://doi.org/10.11594/ijmaber.05.02.23,Awareness Level of Internal and External Stakeholders’ Participation in the Implementation of Sustainable School Programs and Projects: Input to Effective Stakeholders Management Plan,0.4668,0.9853,0.1632,Incremental,"This paper is a 4.7/10 for novelty, and we are 99% confident in this assessment. The high confidence (99%) indicates strong consensus across all judge perspectives.",Consensus,0.47,0.4,0.6479,0.9404
029_349,https://doi.org/10.2166/wh.2025.056,Comparing cultural perceptions of drinking water safety with water quality in urban and rural Guatemalan communities,0.5333,0.9752,0.2761,Incremental,"This paper is a 5.3/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.7134,0.9445
029_350,https://doi.org/10.17973/mmsj.2023_11_2023090,MODIFICATION OF THE 5-AXIS TOOLPATH TO INCREASE THE TURBINE HUB SURFACE QUALITY,0.5037,0.9367,0.7038,Incremental,"This paper is a 5.0/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.6566,0.9179
029_351,https://doi.org/10.3390/bioengineering11040399,Precision Identification of Locally Advanced Rectal Cancer in Denoised CT Scans Using EfficientNet and Voting System Algorithms,0.5642,0.9122,0.975,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 91% confident in this assessment. The high confidence (91%) indicates strong consensus across all judge perspectives.",Consensus,0.686,0.3,0.6255,0.9188
029_352,https://doi.org/10.1002/jmv.70001,High rates of hepatic involvement associated with new epidemic measles strains in Romania,0.5232,0.9511,0.5431,Incremental,"This paper is a 5.2/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.608,0.3,0.684,0.9485
029_353,https://doi.org/10.1186/s13019-024-02911-8,Advances in the localization of pulmonary nodules: a comprehensive review,0.45,0.9242,0.8417,Incremental,"This paper is a 4.5/10 for novelty, and we are 92% confident in this assessment. The high confidence (92%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.524,0.25,0.6522,0.9277
029_354,https://doi.org/10.3390/app15031641,ROLQ-TEE: Revocable and Privacy-Preserving Optimal Location Query Based on Trusted Execution Environment,0.5637,0.9757,0.2695,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.4,0.7169,0.9364
029_355,https://doi.org/10.1021/acs.inorgchem.5c02560,Dual-Phase Multi-Stimuli-Responsive Luminescence from a Pentiptycene-Linked Binuclear Cyclometalated Platinum(II) Complex,0.6436,0.9299,0.7785,Moderately Novel,"This paper is a 6.4/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.758,0.4,0.6878,0.9357
029_356,https://doi.org/10.3390/agronomy14051000,Influence of Genotype × Environment Interaction on Yield Stability of Maize Hybrids with AMMI Model and GGE Biplot,0.4735,0.9613,0.4301,Incremental,"This paper is a 4.7/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.52,0.3,0.7151,0.9407
029_357,https://doi.org/10.1051/e3sconf/202451204025,Container Scheduling considering Customer Satisfaction in the Context of Internal Circulation,0.5067,0.9485,0.5718,Incremental,"This paper is a 5.1/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.6872,0.9353
